"Part #","Description","USD EXW","",""
"38254T5A003","RELAY BLOCK UPPER COVER(8P)","6.46","",""
"39114T5AJ31","CORD ASSY.USB HDMI","0.00","",""
"39671T5AH00","BRKT.CORNER SENSOR UNIT","2.08","",""
"17743T5A000","TUBE A.DRAIN","7.99","",""
"42760T5SE00","CAUTION PLATE.TIRE PRESSURE","0.00","",""
"42760T5SE10","CAUTION PLATE.TIRE PRESSURE","0.00","",""
"18220T5ST22","PIPE B.EXHAUST","85.03","",""
"18220T5WT52","PIPE B.EXHAUST","105.74","",""
"71193T5SK00","SPACER R.FR BUMPER","1.03","",""
"71198T5SK00","SPACER L.FR BUMPER","1.03","",""
"71593T5SK00","SPACER R.RR BUMPER","1.76","",""
"71598T5SK00","SPACER L.RR BUMPER","1.76","",""
"74230T5SK00","SHIELD ASSY.COWL TOP SIDE","2.36","",""
"74551T5SK00","COVER R.RR FENDER","2.93","",""
"74551T5SK10","COVER R.RR FENDER","2.93","",""
"74591T5SK00","COVER L.RR FENDER","3.84","",""
"74591T5SK10","COVER L.RR FENDER","3.84","",""
"74801T5A013","LOCK ASSY.T/GATE","33.16","",""
"74830T5S000","CABLE.T/GATE OPEN","3.06","",""
"76530T5SK21","LINK COMP.FR WIPER","62.76","",""
"18307T5ST22","SLNCR COMP.EXH","76.52","",""
"76600T5SK01","ARM.WSHLD WIPER(RH-DR)","9.72","",""
"76610T5SK01","ARM.WSHLD WIPER(RH-AS)","10.98","",""
"76710T5SK01","WIPER MOTOR COMP (RR WSHLD)","41.50","",""
"76802SS0003","MOUTH CAP","0.21","",""
"76815T5SK01","ONE WAY VALVE","2.34","",""
"76820T5SK01","GROM WASHER TUBE RR","0.68","",""
"76821T5A003","TUBE SUB ASSY","0.00","",""
"76866SLA003","TUBE 1510","0.00","",""
"18307T5WT53","SLNCR COMP.EXH.","84.76","",""
"78100T5AN01","METER ASSY COMB","0.00","",""
"78100T5AN11","METER ASSY COMB","0.00","",""
"78100T5AN31","METER ASSY COMB","0.00","",""
"78100T5WB02","METER ASSY.COMBI","238.10","",""
"78100T5WB52","METER ASSY COMB","229.46","",""
"78100T5WB62","METER ASSY COMB","229.46","",""
"195015V3Z50","HOSE.WATER UPPER","0.00","",""
"79106T5WK51","HEATER UNIT SUB ASSY","80.14","",""
"79602T5SN81","SW ASSY.AUTO A/C","0.00","",""
"82126T5LT01","FRAME COMP R.RR BACK","0.00","",""
"82211T5SD01","FOOT COMP.RR SEAT","58.74","",""
"82526T5SS01","FRAME COMP L.RR BACK","0.00","",""
"84550T5ST40","BOX ASSY.CARGO FLOOR","0.00","",""
"2001150KY71","BARE.TRNS ASSY","1747.47","",""
"60910T5WK00ZZ","FRAME COMP L.FR SIDE","172.25","",""
"32100T5SW00","WIRE HARN R CABIN","36.86","",""
"65100T5SK20ZZ","FLOOR COMP.FRONT","178.98","",""
"65100T5SK30ZZ","FLOOR COMP.FRONT","178.98","",""
"65100T5WK20ZZ","FLOOR COMP.FRONT","178.98","",""
"65100T5WK30ZZ","FLOOR COMP.FRONT","178.98","",""
"66100T5SK10ZZ","PANEL COMP.REAR","65.90","",""
"66100T5SK30ZZ","PANEL COMP.REAR","65.90","",""
"32100T5SW10","WIRE HARN R CABIN","63.75","",""
"66100T5WK10ZZ","PANEL COMP.REAR","78.05","",""
"68100T5SN10ZZ","TAIL GATE COMP","79.52","",""
"68100T5WK80ZZ","TAIL GATE COMP","97.85","",""
"68100T5WK90ZZ","TAIL GATE COMP","97.85","",""
"71501T5AT00ZB","FACE.RR BUMPER","30.48","",""
"77108T5S000ZA","LID.A/C HOLE","2.92","",""
"32100T5SW20","WIRE HARN R CABIN","59.02","",""
"81121T5SS11ZA","TRIM COVER R. FR BACK","0.00","",""
"81131T5SS01ZA","TRIM COVER R. FR CUSH","0.00","",""
"81462T5AJ00ZB","COVER.SLIDER","3.89","",""
"81521T5SS01ZA","TRIM COVER L. FR BACK","0.00","",""
"81531T5SS01ZA","TRIM COVER L. FR CUSH","0.00","",""
"82121T5SS01ZA","TRIM COVER R. RR BACK","0.00","",""
"32100T5SW30","WIRE HARN R CABIN","70.41","",""
"83301T5WK52ZA","CARPET ASSY FLOOR","98.47","",""
"83301T5WK62ZA","CARPET ASSY FLOOR","110.85","",""
"83500T5LN01ZA","LNG ASSY R.FR DOOR","0.00","",""
"32100T5SW50","WIRE HARN R CABIN","70.41","",""
"83700T5LN01ZA","LNG ASSY R.RR DOOR","0.00","",""
"83750T5LN01ZA","LNG ASSY L.RR DOOR","0.00","",""
"84101T5SD01ZB","GARN ASSY R.FR PLR","7.41","",""
"84151T5SD01ZB","GARN ASSY L.FR PLR","7.41","",""
"32100T5SW60","WIRE HARN R CABIN","70.41","",""
"84400TG0Q02ZA","SHELF ASSY RR","0.00","",""
"84601T5ST02ZA","LNG ASSY R. TRUNK SIDE","51.92","",""
"84601T5ST13ZA","LNG ASSY R. TRUNK SIDE","51.92","",""
"84601T5ST23ZA","LNG ASSY R. TRUNK SIDE","51.96","",""
"84651T5ST02ZA","LNG ASSY L. TRUNK SIDE","48.03","",""
"84651T5ST13ZA","LNG ASSY L. TRUNK SIDE","48.03","",""
"32100T5WW00","WIRE HARN R CABIN","61.24","",""
"164005V6N01","ELECTRONIC CONTL.THROTTLEBODY","0.00","",""
"32100T5WW10","WIRE HARN R CABIN","71.76","",""
"32100T5WW20","WIRE HARN R CABIN","79.24","",""
"32107T5SW00","WIRE HARN FLOOR","49.97","",""
"32107T5SW10","WIRE HARN FLOOR","0.00","",""
"32107T5SW20","WIRE HARN FLOOR","61.85","",""
"32107T5SW50","WIRE HARN FLOOR","92.31","",""
"32107T5SW60","WIRE HARN FLOOR","88.96","",""
"32107T5SW70","WIRE HARN FLOOR","73.84","",""
"32112T5AQ00","SUB CORD REAR BUMPER","10.92","",""
"1664050GE00","COVER.ENG REAR","26.42","",""
"32117T5SN40","WIRE HARN INST","0.00","",""
"32117T5SN50","WIRE HARN INST","0.00","",""
"32117T5SS00","WIRE HARN INST","158.75","",""
"32117T5SS20","WIRE HARN INST","194.07","",""
"16641R5ZG01","INSULATOR.HEAD COVER","14.09","",""
"32117T5SW00","WIRE HARN INST","171.50","",""
"32117T5SW20","WIRE HARN INST","168.14","",""
"32117T5SW30","WIRE HARN INST","186.58","",""
"32117T5SW40","WIRE HARN INST","185.53","",""
"32117T5SW50","WIRE HARN INST","182.95","",""
"32117T5WW00","WIRE HARN INST","183.34","",""
"32117T5WW10","WIRE HARN INST","174.68","",""
"32117T5WW20","WIRE HARN INST","194.57","",""
"32117T5WW30","WIRE HARN INST","223.69","",""
"1664450GE01","INSULATOR.ENG REAR COVER","16.17","",""
"32117T5WW40","WIRE HARN INST","220.84","",""
"32117T5WW50","WIRE HARN INST","221.19","",""
"32120T5SS00","WIRE HARN L CABIN","203.40","",""
"32120T5SS10","WIRE HARN L CABIN","203.40","",""
"32120T5SS20","WIRE HARN L CABIN","203.40","",""
"32120T5SW00","WIRE HARN L CABIN","201.38","",""
"32120T5SW10","WIRE HARN L CABIN","203.40","",""
"32120T5SW30","WIRE HARN L CABIN","203.40","",""
"32120T5WW00","WIRE HARN L CABIN","217.03","",""
"32120T5WW10","WIRE HARN L CABIN","218.75","",""
"17045T5WT70","SET.FUEL MODULE ASSY","86.34","",""
"32120T5WW20","WIRE HARN L CABIN","217.03","",""
"3212150GE01","COVER ASSY.ENGINE","45.04","",""
"3212450GE00","STAY.ENG COVER","2.05","",""
"32601T5AG00","CABLE (ASSY) EARTH MISS","4.60","",""
"32751T5SN00","WIRE HARN DOOR (DRIVER)","0.00","",""
"34102T5AK01","HOUSING COMP.","0.00","",""
"34103TAAJ01","GASKET","2.26","",""
"34104TAAJ01","LENS COMP.","1.31","",""
"17700T5WT71","PIPE.FUEL FEED","15.01","",""
"35820T5ST01","SW ASSY.H/L ADJUST","6.57","",""
"16010TG2K00","SET. FUEL STRAINER","0.00","",""
"17708T4ZT51","MODULE ASSY. FUEL PUMP","0.00","",""
"17708TG2K01","MODULE ASSY. FUEL PUMP","0.00","",""
"17708T5WT71","MODULE ASSY. FUEL","65.82","",""
"44018TA0A02","BOOT SET.OUTBOARD","45.03","",""
"08E12T0A711A","KIT STEP ILLUMINATION - NH167L","167.05","",""
"2.32E+6","GEAR.SECONDARY DRIVEN","63.64","",""
"2.32E+6","GEAR.SECONDARY DRIVE","63.64","",""
"81100T4VB414M1","SEAT ASSY R FR","259.02","",""
"81100T5SB111M1","FR.RH(YR327L)","311.28","",""
"81100TE8D213M1","SEAT ASSY R FR","319.16","",""
"81100TG2B013M1","SEAT ASSY R. FR SEAT","187.91","",""
"81100TG2B414M1","SEAT ASSY R. FR SEAT","258.12","",""
"81300TE8D013M1","SEAT ASSY R.MID","425.85","",""
"81500T4VB213M1","SEAT ASSY L FR","188.34","",""
"81500T5SB211M2","FR.LH(YR327L)","233.91","",""
"81500TE8D212M1","SEAT ASSY L FR","206.22","",""
"81500TG2B013M1","SEAT ASSY L. FR SEAT","184.91","",""
"81500TG2B113M1","SEAT ASSY L. FR SEAT","185.20","",""
"81700TE8D012M1","SEAT ASSY L.MID","399.65","",""
"8212AT4VD100","BACK ASSY.RR SEAT","139.19","",""
"8212ATG2B000","BACK ASSY RR SEAT","119.02","",""
"8212ATG2B100","BACK ASSY RR SEAT","122.08","",""
"8213AT4VD000","CUSH ASSY.RR SEAT","83.41","",""
"8213ATG2B000","CUSH ASSY. RR SEAT","63.03","",""
"8213ATG2B100","CUSH ASSY. RR SEAT","63.74","",""
"77810SNBU20ZA","SET.DR MODULE ASSY","634.03","",""
"Y901BSJK000","SCREW TAPPING (PO) 4X10","0.11","",""
"08P32T9C711A","KIT SEAT COVER FABRIC SUNRISE","56.55","",""
"08P32T9C712D","KIT SEAT COVER PVC MULTIGATHERING","97.64","",""
"08P32T9C712E","KIT SEAT COVER PVC HORIZONTAL STITCH ON PERFORATION","97.64","",""
"08P32T9C712F","KIT SEAT COVER PVC GATHERING WITH HORIZONTAL STITCH","97.64","",""
"08P32T9C712G","KIT SEAT COVER PVC DOUBLE VERTICAL STITCH WITH BEIGE STRIPES","97.64","",""
"08P32T9C712H","KIT SEAT COVER PVC GATHERING WITH WOODY STRIPE","111.59","",""
"8212AT5SB100","RR.BACK(YR327L)","202.39","",""
"8213AT5SB100","RRCUSH(YR327L)","74.72","",""
"Y903BTF0300","COLLAR. NUT WELD M18","2.19","",""
"08P32T9C711B","KIT SEAT COVER FABRIC WINGS","71.55","",""
"08P32T9C711C","KIT SEAT COVER FABRIC PASSION","85.63","",""
"35190T5AJ11","SW ASSY.R/C MIRRO","21.25","",""
"37820R40Y12","ECU","684.26","",""
"25213PAA305","HOSE 270.ATF","13.50","",""
"38383TSA003MA","ANTENNA ASSY EXT LF(MIRROR)","12.62","",""
"94001053800SMA","NUT.  HEX 5MM","0.25","",""
"01463TSA000","SET.CALIPER","14.86","",""
"06352T6GJ11","SET HOLDER.COLUMN","8.89","",""
"232205XX000","COUNTERSHAFT COMP","92.85","",""
"232325T1000","GEAR.SECONDARY DRIVEN","76.77","",""
"232415T1000","GEAR.SECONDARY DRIVE","76.77","",""
"236235XL305","SLEEVE SET. 3-4 SYNC","356.94","",""
"236265XL305","SLEEVE SET. 5-6 SYNC","242.90","",""
"236275XL000","SLEEVE SET.RVS","118.83","",""
"246005XX000","STAY ASSY.CHANGE WIRE","18.94","",""
"246015XL000","STAY.CHANGE WIRE","8.55","",""
"246015XX000","STAY.CHANGE WIRE","10.25","",""
"246025XX000","MASS.CHANGE WIRE STAY","3.28","",""
"08FHZSN0AKM","KIT. TISSUE BOX BLACK","7.69","",""
"31521TSA000","BATTERY BOX","20.39","",""
"31521TSD000","BOX BATTERY","2.08","",""
"31531TSDW01","COVER BATTERY 55B24L","5.69","",""
"32100TSAN10","WIRE HARN R CABIN","0.00","",""
"32100TSAW00","WIRE HARN R CABIN","90.38","",""
"32100TSAW10","WIRE HARN R CABIN","101.70","",""
"32100TSAW20","WIRE HARN R CABIN","115.98","",""
"32100TSAW30","WIRE HARN R CABIN","114.03","",""
"08FHZSN0ATM","KIT. TISSUE BOX BROWN","7.69","",""
"32100TSDW00","WIRE HARN R CABIN","107.83","",""
"32100TSDW10","WIRE HARN R CABIN","115.17","",""
"32100TSDW20","WIRE HARN R CABIN","114.91","",""
"32100TSDW30","WIRE HARN R CABIN","117.56","",""
"32107TSAW00","WIRE HARN FLOOR","82.61","",""
"32107TSAW10","WIRE HARN FLOOR","100.43","",""
"32107TSAW20","WIRE HARN FLOOR","111.73","",""
"32107TSDW00","WIRE HARN FLOOR","88.40","",""
"32107TSDW10","WIRE HARN FLOOR","99.63","",""
"08FHZSP0AZM","KIT. DIVINITY GANESHA","4.03","",""
"32107TSDW20","WIRE HARN FLOOR","110.89","",""
"32109TSAN00","CORD TAIL GATE","18.76","",""
"32109TSAW00","CORD TAIL GATE","14.24","",""
"32109TSAW10","CORD TAIL GATE","18.15","",""
"321105XHK00","ENG HARN","174.61","",""
"321105XHK50","ENG HARN","178.63","",""
"321105XJE00","ENG HARN","175.04","",""
"321105XVE00","ENG HARN","201.45","",""
"321105XVE10","ENG HARN","233.41","",""
"32117TSAN00","WIRE HARN.INST","0.00","",""
"08FHZSP0BZM","KIT. DIVINITY ACRYLIC GANESHA","4.67","",""
"32117TSAN10","WIRE HARN.INST","0.00","",""
"32117TSAN20","WIRE HARN.INST","0.00","",""
"32117TSAW00","WIRE HARN.INST","212.07","",""
"32117TSAW10","WIRE HARN.INST","261.00","",""
"32117TSAW20","WIRE HARN.INST","282.45","",""
"32117TSAW30","WIRE HARN.INST","283.10","",""
"32117TSDW00","WIRE HARN.INST","214.41","",""
"32117TSDW10","WIRE HARN.INST","258.28","",""
"32117TSDW20","WIRE HARN.INST","308.85","",""
"32120TSAN00","WIRE HARN L CABIN","0.00","",""
"08FHZSP0CZM","KIT. DIVINITY ACRYLIC SHIV","4.76","",""
"32120TSAN20","WIRE HARN L CABIN","0.00","",""
"32120TSAW00","WIRE HARN L CABIN","127.32","",""
"32120TSAW10","WIRE HARN L CABIN","128.55","",""
"32120TSAW20","WIRE HARN L CABIN","134.97","",""
"32120TSAW30","WIRE HARN L CABIN","139.18","",""
"32120TSAW40","WIRE HARN L CABIN","136.40","",""
"32120TSDW00","WIRE HARN L CABIN","142.86","",""
"32120TSDW10","WIRE HARN L CABIN","146.94","",""
"32120TSDW20","WIRE HARN L CABIN","156.83","",""
"08FHZSP0DZM","KIT. DIVINITY ACRYLIC HANUMAN","4.76","",""
"32120TSDW30","WIRE HARN L CABIN","173.87","",""
"32129TSAN00","SUB CORD TAIL GATE","8.65","",""
"32129TSAW00","SUB CORD TAIL GATE","6.19","",""
"32129TSAW10","SUB CORD TAIL GATE","8.01","",""
"32155TSA000","CORD INTR","5.16","",""
"32410TSA000","CABLE(ASSY) STARTER","35.96","",""
"32410TSA900","CABLE(ASSY) STARTER","77.20","",""
"32410TSD000","CABLE(ASSY) STARTER","36.81","",""
"32411TSA000","BRKT.STARTER A","1.14","",""
"32600TSA900","CABLE(ASSY) EARTH BATT","6.29","",""
"08FHZSP0EZM","KIT. DIVINITY ACRYLIC MAHAVEER","4.76","",""
"32600TSD000","CABLE(ASSY) EARTH BATT","12.15","",""
"32601TSA000","CABLE (ASSY) MISS EARTH","3.10","",""
"32601TSA900","CABLE (ASSY) MISS EARTH","4.34","",""
"32610TSA000","CABLE.SUB EARTH","3.31","",""
"32610TSD000","CABLE.SUB EARTH","2.52","",""
"32611TSA000","BRKT.CABLE SUB EARTH","0.56","",""
"3275050WH00","STAY MISS RR.ENG HARN","0.92","",""
"32751TSAW00","WIRE HARN DOOR (DRIVER)","26.63","",""
"32751TSAW10","WIRE HARN DOOR (DRIVER)","29.27","",""
"08FHZSP0FZM","KIT. DIVINITY ACRYLIC SAI","4.76","",""
"32751TSAW20","WIRE HARN DOOR (DRIVER)","37.53","",""
"32751TSAW30","WIRE HARN DOOR (DRIVER)","37.72","",""
"3275251BH00","STAY MB.ENG HARN","0.73","",""
"32752TSAW00","WIRE HARN DOOR (ASSISTANT)","17.74","",""
"32752TSAW10","WIRE HARN DOOR (ASSISTANT)","19.60","",""
"32752TSAW30","WIRE HARN DOOR (ASSISTANT)","24.08","",""
"32753TSAW00","WIRE HARN (RR R DOOR)","11.65","",""
"32754TSAW00","WIRE HARN. (RR L DOOR)","12.60","",""
"33100TSDK01","LIGHT ASSY.R HEAD","255.01","",""
"33100TSDK11","LIGHT ASSY.R HEAD","177.07","",""
"08FHZSP0GZM","KIT. DIVINITY ACRYLIC BALAJI","7.48","",""
"33150TSDK01","LIGHT ASSY.L HEAD","255.01","",""
"33150TSDK11","LIGHT ASSY.L HEAD","177.07","",""
"33301T9AT01","BULB.W5W","0.86","",""
"33500TSAT01","LIGHT ASSY.R TAIL","53.21","",""
"33502SYP003","PIVOT","11.22","",""
"33550TSAT01","LIGHT ASSY.L TAIL","53.21","",""
"33700TSAT01","PANEL ASSY.CTR","61.32","",""
"34150TSAT01","LIGHT ASSY.R LID","91.62","",""
"34152TSAT01","BASE GASKET (1) R","16.36","",""
"34155TSAT01","LIGHT ASSY.L LID","91.62","",""
"01464TSAK00","SET FR BRAKE.HOSE R","17.62","",""
"08FHZSP0HZM","KIT. DIVINITY ACRYLIC OMH","7.48","",""
"34157TSAT01","BASE GASKET (1) L","16.36","",""
"35106TSAK01","SCREW-WASH.M5X14","0.17","",""
"35108TY0003","HOLDER.COLUMN(ELEC)","1.84","",""
"35109TSAK01","BRACKET.COMBI SW","0.43","",""
"35750TSAW11","SW ASSY.P/W MAS","71.72","",""
"35820TSCT01","SW ASSY.H/L ADJUST","6.68","",""
"36770TSAK01","SW ASSY.AUDIO REMOTE","54.49","",""
"36770TSAW11","SW ASSY.AUDIO REMOTE & PADDLE","88.29","",""
"08FHZSP0JZM","KIT. DIVINITY ACRYLIC ALLAH","8.58","",""
"378205XJE01","ELECTRONIC CONTROL UNIT","373.05","",""
"378205XJE11","ELECTRONIC CONTROL UNIT","373.05","",""
"08FHZSP0KZM","KIT. DIVINITY ACRYLIC GURU","7.48","",""
"378205XJE21","ELECTRONIC CONTROL UNIT","373.05","",""
"378205XJE51","ELECTRONIC CONTROL UNIT","373.05","",""
"378205XJN01","ELECTRONIC CONTROL UNIT","0.00","",""
"378205XJN11","ELECTRONIC CONTROL UNIT","0.00","",""
"378205XJN51","ELECTRONIC CONTROL UNIT","0.00","",""
"378205XJN61","ELECTRONIC CONTROL UNIT","0.00","",""
"378205XVF01","ELECTRONIC CONTROL UNIT","373.05","",""
"378205XVF11","ELECTRONIC CONTROL UNIT","375.13","",""
"378215XHK00","BRKT COMP.ECU","28.57","",""
"378215XVE10","BRKT COMP A.ECU","15.36","",""
"08FHZSP0LZM","KIT. DIVINITY ACRYLIC JESUS","7.48","",""
"378225XVE10","BRKT COMP B.ECU","8.51","",""
"378235XVE10","COVER COMP A.ECU","5.86","",""
"378245XVE10","COVER COMP B.ECU","5.57","",""
"378255XVE10","COVER C.ECU","2.04","",""
"38151TSA000","BRKT.HORN(HIGH)","0.80","",""
"38329TSAK01","UNIT ASSY.POWER CONTROL","218.39","",""
"38329TSCW01","UNIT ASSY.POWER CONTROL","218.39","",""
"38388TSAZ10","BRKT.ANT ASSY LF (FLOOR)","3.06","",""
"38870TSAK01","BASIC MICU","131.44","",""
"38870TSAK31","BASIC MICU","133.70","",""
"08P00T4V700","KIT MUDGUARD -FR/RR SET","31.00","",""
"389005XHK01","SET.CLUTCH","180.28","",""
"389245XHK01","SET.STATOR","89.71","",""
"39160TSAW01","FEEDER ASSY.ROOF","17.12","",""
"39171TSAW01","B.BOX ASSY (B)GENERAL","326.49","",""
"39171TSAW11","B.BOX ASSY (D)GENERAL","326.49","",""
"39980TSCW01","UNIT ASSY.EPS","726.89","",""
"08P05T4V700","KIT BODY SIDE MOULDING","17.65","",""
"39980TSCW11","UNIT ASSY.EPS","714.11","",""
"39980TSDW01","UNIT ASSY EPS","726.89","",""
"412335XX000","GEAR.FINAL DRIVEN","56.96","",""
"42100TSCK00","BEAM ASSY.RR AXLE(NON ABS)","233.61","",""
"42100TSDK50","BEAM ASSY.RR AXLE(ABS)","227.32","",""
"42200TDKJ51","BRG ASSY. RR HUB UNIT","145.19","",""
"42610TSDK01","DRUM.REAR BRAKE","19.75","",""
"42700TSCT01","WHEEL.DISK 16X6J","28.85","",""
"42700TSCT11","WHEEL.DISK 16X6J","29.66","",""
"42700TSEK91","WHEEL.DISK AL 16X6J","264.51","",""
"08P23T4V700","KIT DOOR EDGE GARNISH","9.18","",""
"42760TSAK00","CAUTION PLATE. TIRE PRESSURE","0.27","",""
"43110TSCK01","BACK PLATE COMP. REAR BRAKE R","73.36","",""
"43120TSCK01","BACK PLATE COMP. REAR BRAKE L","73.36","",""
"44014TSAK00","JOINT SET.OUTBOARD","172.12","",""
"44014TSD305","JOINT SET.OUTBOARD","172.12","",""
"44014TSDE00","JOINT SET.OUTBOARD","172.12","",""
"44017TSAK00","BOOT SET.INBOARD","46.54","",""
"44017TSD305","BOOT SET.INBOARD","15.58","",""
"08U90T4V710","KIT SEAT SIDE CONSOLE","41.56","",""
"44017TSDE00","BOOT SET.INBOARD","43.82","",""
"44018TSD305","BOOT SET.OUTBOARD","55.20","",""
"44018TSDE00","BOOT SET.OUTBOARD","55.20","",""
"44300TSAK51","BRG ASSY.FR HUB","35.45","",""
"44305TSDE01","SHAFT ASSY.R DRIVE","104.07","",""
"44306TSDE01","SHAFT ASSY.L DRIVE","109.42","",""
"44310T7WA11","JOINT COMP. INBOARD","215.57","",""
"44310T9DB83","JOINT COMP. INBOARD","215.57","",""
"44310TSD305","SET.INBOARD JOINT COMP","215.57","",""
"44316T7WA02","BAND.INBOARD BOOT","1.35","",""
"08U98T4V710","KIT STEERING WHEEL COVER - PLAIN BLACK","8.83","",""
"44317T7WA01","BAND.OUTBOARD BOOT","1.35","",""
"44318T7WA01","BAND.OUTBOARD SHAFT BOOT","0.80","",""
"44318T7WA21","BAND.INBOARD SHAFT BOOT","0.80","",""
"44337T7WA01","RING.STOPPER B","0.54","",""
"44338T7WA01","CIRCLIP","0.40","",""
"44600TSDK00","HUB ASSY.FRONT (15"")","18.32","",""
"44732T7JH20","CAP ASSY.WHEEL CTR(AL)","27.75","",""
"44733TSCT00","TRIM.WHEEL 16X6J","16.75","",""
"45018TSAK00","FR CALIPER SUB ASSY R","230.27","",""
"45018TSDK00","FR CALIPER SUB ASSY R","85.72","",""
"45019TSAK00","FR CALIPER SUB ASSY L","226.38","",""
"45019TSDK00","FR CALIPER SUB ASSY L","85.79","",""
"45022TSAK00","SET.PAD FR (16CL-15VN 23T.NF12","70.00","",""
"45022TSDK00","SET.PAD FR (17CL-15VN 23T.NF12","54.50","",""
"45251TSDK11","DISK.FR BRAKE (15"".23T)","43.84","",""
"45262TR0E01","PIN B","4.20","",""
"46100TSCK01","MASTER CYLINDER ASSY (MT)","109.91","",""
"46100TSCK11","MASTER CYLINDER ASSY (CVT)","113.32","",""
"46100TSDK61","MASTER CYLINDER ASSY (MT)","113.32","",""
"46330TSAK50","PIPE C COMP.BRAKE","9.72","",""
"01465TSAK00","SET FR BRAKE.HOSE L","17.62","",""
"167205XHK01","HOSE.COMP FUEL FEED","15.07","",""
"46330TSCK00","PIPE C COMP.BRAKE","22.08","",""
"46331TSAK00","PIPE E COMP.BRAKE R","2.68","",""
"46340TSAK50","PIPE D COMP.BRAKE","11.19","",""
"46340TSCK00","PIPE D COMP.BRAKE","25.57","",""
"46361TSAK00","PIPE E COMP.BRAKE L","2.68","",""
"46391SLA003","CLIP.BRAKE PIPE","0.42","",""
"46661TSCK00","SET.RESERVOIR (MT)","17.28","",""
"46661TSCK10","SET.RESERVOIR (CVT)","17.34","",""
"46960TSAK01","PIPE A COMP. CLUTCH","6.89","",""
"17044TSCK00","SET.FUEL TANK COMP","210.85","",""
"46960TSCK51","PIPE A COMP. CLUTCH","11.20","",""
"46970TSAK01","PIPE B COMP. CLUTCH","2.94","",""
"47510TSDK01","WIRE B.PARKING BRAKE R","16.78","",""
"47560TSDK01","WIRE B.PARKING BRAKE L","16.78","",""
"50200TSAK02","SUBFRAME COMP. FRONT SUSP","169.88","",""
"50200TSDT01","SUBFRAME COMP. FRONT SUSP","187.33","",""
"50250TSAK01","ROD R. UNDER LOAD PATH","20.35","",""
"50255TSAK01","ROD L. UNDER LOAD PATH","17.60","",""
"50451TSAK80","MASS.TRNS MTG","20.23","",""
"50452TSAK80","MASS.TRNS MTG","17.41","",""
"17045TSCK00","SET.FUEL PUMP MODULE ASSY","153.30","",""
"50650TSAK00","BRKT TRNS MTG(MT)","97.71","",""
"50650TSAK80","BRKT.TRNS MTG (CVT)","82.85","",""
"50690TSAK00","BRKT.TORQUEROD (MT)","77.13","",""
"50850TSAK81","MTG RUB ASSY.TRNS","111.77","",""
"50850TSC003","MTG RUB ASSY.TRNS","45.66","",""
"50890TSC003","TORQUEROD(MT)","31.54","",""
"51211TSAK70","KNUCKLE.R FR","40.40","",""
"51211TSCK00","KNUCKLE.R FR (NON ABS)","40.40","",""
"51211TSCK10","KNUCKLE.R FR","0.00","",""
"51216TSAK70","KNUCKLE.L FR","40.40","",""
"17046SJK000","SET.FUEL LOCK NUT& PACKING","10.81","",""
"51216TSCK00","KNUCKLE.L FR (NON ABS)","40.40","",""
"51216TSCK10","KNUCKLE.L FR","0.00","",""
"51300TSCK01","SPRING.STABI FR (24MM)","28.96","",""
"51306TSCK01","BUSH.STABI HOLDER FR 24MM","2.58","",""
"51350TSDK01","LWR ARM ASSY R.FR","36.86","",""
"51350TSDK11","LWR ARM ASSY R.FR","33.35","",""
"51360TSDK01","LWR ARM ASSY L.FR","36.86","",""
"51360TSDK11","LWR ARM ASSY L.FR","33.35","",""
"51401TSCK01","SPRING.FRONT","14.09","",""
"51401TSCK81","SPRING.FRONT","14.09","",""
"17047TSAK00","SET.METER COMP","31.67","",""
"51401TSDK01","SPRING.FRONT","15.23","",""
"51611TSCK01","DAMPER UNIT R FR","33.86","",""
"51611TSDK01","DAMPER UNIT R FR","33.86","",""
"51621TSCK01","DAMPER UNIT L FR","30.19","",""
"51621TSDK01","DAMPER UNIT L FR","30.19","",""
"52441TSCK01","SPRING.REAR","13.66","",""
"52610TSCK01","DAMPER ASSY.RR","42.25","",""
"52748TSDK00","RUBBER.SPG LWR MTRR","1.48","",""
"53010TSAK01","SET.RACK END COMP","51.95","",""
"53200TSCK01","COLUMN ASSY.STRG (RH M-LOCK)","125.16","",""
"17048TSAK00","SET.FUEL STRAINER","8.06","",""
"53200TSCK51","COLUMN ASSY.STRG (RH E-LOCK)","136.47","",""
"53601TSAK01","SET.G/BOX COMP","741.75","",""
"53601TSDK01","SET.G/BOX COMP","728.68","",""
"54100TSAK02","LEVER SUBASSY.CHANGE","26.70","",""
"54200TF0J72","BRKT SET.BASE","92.39","",""
"54310TSCK01","WIRE COMP.CHANGE","44.19","",""
"54310TSDK01","WIRE COMP.CHANGE","43.83","",""
"54310TSDK31","WIRE COMP.CHANGE","39.16","",""
"54340TSDK00","INS.CHANGE WIRE","18.62","",""
"57111TSCK50","SET. MODULATOR ASSY","444.94","",""
"17052TSAK00","SET.P/REG ASSY","53.32","",""
"57111TSDK50","SET. MODULATOR ASSY","444.94","",""
"57450TSDK11","SENSOR ASSY FRONT R","12.05","",""
"57455TSDK11","SENSOR ASSY FRONT L","12.05","",""
"57470TSDK11","SENSOR ASSY REAR R","11.83","",""
"57475TSDK11","SENSOR ASSY REAR L","11.83","",""
"71102TSDK00","FACE.FR BUMPER LWR","23.55","",""
"71102TSDK10","FACE.FR BUMPER LWR","59.15","",""
"71105TSCK00","BASE R.FR FOG","1.88","",""
