S. No.,Part No.,Description,USD Price,,,
2374,14631633654AR,Part Load Governor,41.11,,,
2375,14631633664AR,Part Load Governor,18.23,,,
2376,14632034163UC,Plug,1.60,,,
2377,14632034173UC,Plug,1.68,,,
2378,14632034183UC,Plug,1.50,,,
2379,14632034193UC,Plug,1.64,,,
2380,14632034203UC,Plug,1.68,,,
2381,14632034213UC,Plug,1.60,,,
2382,14632034223UC,Plug,1.60,,,
2383,14632034233UC,Plug,1.54,,,
2384,14632034243UC,Plug,1.54,,,
2385,14632034253UC,Plug,1.60,,,
2386,14632034263UC,Plug,1.50,,,
2387,14632034273UC,Plug,1.46,,,
2388,14632034283UC,Plug,0.93,,,
2389,14632034293UC,Plug,1.45,,,
2390,14632034303UC,Plug,1.45,,,
2391,14632183123UC,Sliding Piece,1.12,,,
2392,14632193043UC,Control Spool,1.85,,,
2393,14633153073UC,Hex Nut,0.24,,,
2394,14633153103UC,Collar Nut,0.33,,,
2395,14633413083UC,Threaded Ring,0.40,,,
2396,14633703264AR,Fitting,6.08,,,
2397,14633703924AR,Fitting,3.95,,,
2398,14633704764AR,Fitting,28.04,,,
2399,14633705723UC,Fitting,15.22,,,
2400,14633705774AR,Fitting,5.37,,,
2401,14633705813UC,Fitting,10.79,,,
2402,14633707134AR,Fitting,36.65,,,
2403,14633863013UC,Venting Stud,2.30,,,
2404,14634003103UC,Set screw,1.28,,,
2405,14634023303UC,Adjusting Screw,1.14,,,
2406,14634024123UC,Adjusting Screw,1.94,,,
2407,14634143123UC,Torx SH cap screw,0.36,,,
2408,14634143393UC,Torx SH cap screw,0.21,,,
2409,14634333213UC,Screw and washer assembly,0.20,,,
2410,1463445011001,Torx Flat-Head Screw,0.40,,,
2411,14634563034AR,Hollow Bolt,4.18,,,
2412,14634563403UC,Hollow Bolt,9.23,,,
2413,14634563443UC,Hollow Bolt,2.71,,,
2414,14634563843UC,Hollow Bolt,2.23,,,
2415,14634573123UC,Tube Fitting,1.07,,,
2416,14634573204AR,Tube Fitting,6.86,,,
2417,14634573244AR,Tube Fitting,36.90,,,
2418,14634583334AR,Valve Insert,6.65,,,
2419,14634623013UC,Screw Plug,1.95,,,
2420,14635903224AR,Governor Shaft,13.17,,,
2421,14635908974AR,Assembly Of Service Parts,19.62,,,
2422,14635908994AR,Assembly Of Service Parts,17.12,,,
2423,14635909004AR,Assembly Of Service Parts,15.90,,,
2424,14635909014AR,Assembly Of Service Parts,61.56,,,
2425,14635909034AR,Assembly Of Service Parts,20.69,,,
2426,1463C14003000,Torx SH cap screw,1.12,,,
2427,1463C14005000,Torx SH cap screw,0.34,,,
2428,14644603304AR,Cable,11.47,,,
2429,14644773023UC,Blade terminal,0.27,,,
2430,14644773043UC,Blade terminal,0.83,,,
2431,14644773303UC,Blade terminal,0.18,,,
2432,14646103023UC,Compression Spring,0.56,,,
2433,14646103183UC,Compression Spring,0.17,,,
2434,14646104863UC,Compression Spring,0.31,,,
2435,14646109913UC,Compression Spring,0.35,,,
2436,14646117783UC,Compression Spring,0.19,,,
2437,14646125123UC,Compression Spring,1.47,,,
2438,14646129233UC,Compression Spring,0.41,,,
2439,14646136113UC,Compression Spring,0.40,,,
2440,14646163113UC,Compression Spring,0.47,,,
2441,14646163283UC,Compression Spring,1.31,,,
2442,14646163293UC,Compression Spring,1.08,,,
2443,14646163443UC,Compression Spring,0.73,,,
2444,14646163483UC,Compression Spring,1.21,,,
2445,14646163503UC,Compression Spring,2.10,,,
2446,14646163523UC,Compression Spring,0.59,,,
2447,14646165063UC,Compression Spring,1.31,,,
2448,14646166953UC,Compression Spring,1.35,,,
2449,14646167153UC,Compression Spring,2.19,,,
2450,14646167163UC,Compression Spring,6.56,,,
2451,14646168473UC,Compression Spring,1.27,,,
2452,14646169313UC,Compression Spring,1.08,,,
2453,14646169324AR,Compression Spring,2.57,,,
2454,14646169333UC,Compression Spring,0.62,,,
2455,14646169563UC,Compression Spring,1.09,,,
2456,14646169633UC,Compression Spring,0.67,,,
2457,14646169953UC,Compression Spring,0.64,,,
2458,14646176593UC,Compression Spring,2.10,,,
2459,14646183963UC,Compression Spring,1.49,,,
2460,14646187023UC,Compression Spring,1.29,,,
2461,14646189343UC,Compression Spring,1.48,,,
2462,14646189993UC,Compression Spring,0.83,,,
2463,14646196153UC,Compression Spring,1.56,,,
2464,14646196173UC,Compression Spring,2.84,,,
2465,14646196293UC,Compression Spring,1.58,,,
2466,14646197233UC,Compression Spring,1.58,,,
2467,14646197363UC,Compression Spring,1.11,,,
2468,14646197773UC,Compression Spring,2.75,,,
2469,14646197823UC,Compression Spring,1.32,,,
2470,14646198673UC,Compression Spring,2.50,,,
2471,14646198993UC,Compression Spring,1.73,,,
2472,14646199383UC,Compression Spring,1.74,,,
2473,14646503683UC,Extension Spring,1.11,,,
2474,14646503763UC,Extension Spring,3.22,,,
2475,14646503843UC,Extension Spring,2.93,,,
2476,14646503883UC,Extension Spring,9.39,,,
2477,14646503903UC,Extension Spring,3.43,,,
2478,14646503963UC,Extension Spring,2.69,,,
2479,14646504093UC,Extension Spring,2.24,,,
2480,14646504113UC,Extension Spring,3.29,,,
2481,14646504293UC,Extension Spring,1.48,,,
2482,14646504333UC,Extension Spring,2.40,,,
2483,14646504353UC,Extension Spring,8.59,,,
2484,14646504443UC,Extension Spring,4.49,,,
2485,14646504473UC,Extension Spring,3.03,,,
2486,14646504583UC,Extension Spring,4.39,,,
2487,14646504613UC,Extension Spring,4.26,,,
2488,14646504653UC,Extension Spring,3.21,,,
2489,14646504673UC,Extension Spring,3.25,,,
2490,14646504703UC,Extension Spring,9.50,,,
2491,14646514233UC,Coiled Spring,0.48,,,
2492,14646514263UC,Coiled Spring,0.65,,,
2493,14646514303UC,Coiled Spring,7.12,,,
2494,14646514343UC,Coiled Spring,5.51,,,
2495,14646514363UC,Coiled Spring,0.55,,,
2496,14646514523UC,Coiled Spring,0.96,,,
2497,14646514553UC,Coiled Spring,1.23,,,
2498,14646514573UC,Coiled Spring,0.67,,,
2499,14646514583UC,Coiled Spring,1.20,,,
2500,14646514603UC,Coiled Spring,1.81,,,
2501,14646514613UC,Coiled Spring,1.16,,,
2502,14646514633UC,Coiled Spring,3.16,,,
2503,14646514683UC,Coiled Spring,2.76,,,
2504,14646514713UC,Coiled Spring,0.95,,,
2505,14651307384AR,Assembly Of Service Parts,60.16,,,
2506,14651307504AR,Assembly Of Service Parts,130.85,,,
2507,14651307934AR,Assembly Of Service Parts,187.81,,,
2508,14651309894AR,Assembly Of Service Parts,52.53,,,
2509,14651325364AR,Stop Housing,17.51,,,
2510,14651326304AR,Stop Housing,65.76,,,
2511,14651326574AR,Stop Housing,48.43,,,
2512,14651326584AR,Stop Housing,100.82,,,
2513,14651327254AR,Stop Housing,86.72,,,
2514,14651328044AR,Stop Housing,33.32,,,
2515,1465134369000,PUMP HOUSING,11.36,,,
2516,14651347284AR,Assembly Of Service Parts,73.28,,,
2517,14651347294AR,Assembly Of Service Parts,70.75,,,
2518,14651347304AR,Assembly Of Service Parts,71.14,,,
2519,14651347344AR,Assembly Of Service Parts,78.30,,,
2520,14651347374AR,Assembly Of Service Parts,69.86,,,
2521,14651347414AR,Assembly Of Service Parts,68.71,,,
2522,14651347424AR,Assembly Of Service Parts,56.20,,,
2523,14651347454AR,Assembly Of Service Parts,63.17,,,
2524,14651347484AR,Assembly Of Service Parts,73.56,,,
2525,14651347494AR,Assembly Of Service Parts,67.16,,,
2526,14651347504AR,Assembly Of Service Parts,112.11,,,
2527,14651347544AR,Assembly Of Service Parts,75.77,,,
2528,14651347564AR,Assembly Of Service Parts,48.72,,,
2529,14651347644AR,Assembly Of Service Parts,60.37,,,
2530,14651347664AR,Assembly Of Service Parts,92.64,,,
2531,14651347674AR,Assembly Of Service Parts,84.53,,,
2532,14651347684AR,Assembly Of Service Parts,36.15,,,
2533,14651347754AR,Assembly Of Service Parts,47.42,,,
2534,14651347844AR,Assembly Of Service Parts,91.16,,,
2535,14651347864AR,Assembly Of Service Parts,104.81,,,
2536,14651347894AR,Assembly Of Service Parts,58.15,,,
2537,14651347954AR,Assembly Of Service Parts,69.83,,,
2538,14651348564AR,Assembly Of Service Parts,168.12,,,
2539,14651348614AR,Assembly Of Service Parts,114.88,,,
2540,14651348654AR,Assembly Of Service Parts,97.34,,,
2541,14651348664AR,Assembly Of Service Parts,113.39,,,
2542,14651349144AR,Assembly Of Service Parts,50.37,,,
2543,14651349444AR,Assembly Of Service Parts,163.27,,,
2544,1465134988390,Assembly Of Service Parts,147.34,,,
2545,14651349934AR,Assembly Of Service Parts,171.93,,,
2546,1465230960001,Assembly Of Service Parts,241.21,,,
2547,1465230961001,Assembly Of Service Parts,230.96,,,
2548,1465230969001,Assembly Of Service Parts,173.90,,,
2549,14655303014AR,Sealing cap,1.18,,,
2550,14655307254AR,Sealing cap,4.59,,,
2551,14655309014AR,Sealing cap,1.39,,,
2552,14655309033UC,Sealing cap,5.15,,,
2553,14655342314AR,Housing Cover,44.89,,,
2554,14655344054AR,Housing Cover,10.62,,,
2555,14655344064AR,Housing Cover,28.33,,,
2556,14655344074AR,Housing Cover,17.53,,,
2557,14655344144AR,Housing Cover,16.08,,,
2558,14655344154AR,Housing Cover,18.33,,,
2559,14655344274AR,Housing Cover,19.43,,,
2560,14655344464AR,Housing Cover,64.21,,,
2561,14655344474AR,Housing Cover,84.68,,,
2562,1465C58021000,Flange,84.12,,,
2563,14661003054AR,Drive Shaft,24.07,,,
2564,14661003124AR,Drive Shaft,17.47,,,
2565,14661003144AR,Drive Shaft,24.10,,,
2566,14661003914AR,Drive Shaft,29.71,,,
2567,14661004014AR,Drive Shaft,46.85,,,
2568,14661004054AR,Drive Shaft,39.82,,,
2569,1466105121750,Drive Shaft,132.34,,,
2570,1466105124750,Drive Shaft,173.40,,,
2571,1466105146750,Drive Shaft,117.93,,,
2572,14661096794AR,Cam Plate,42.99,,,
2573,14661103844AR,Cam Plate,20.07,,,
2574,14661103974AR,Cam Plate,20.79,,,
2575,14661104464AR,Cam Plate,44.96,,,
2576,14661104524AR,Cam Plate,65.50,,,
2577,14661104634AR,Cam Plate,30.39,,,
2578,14661104664AR,Cam Plate,61.25,,,
2579,14661106004AR,Cam Plate,21.69,,,
2580,14661106184AR,Cam Plate,47.57,,,
2581,14661106194AR,Cam Plate,50.43,,,
2582,14661106214AR,Cam Plate,33.88,,,
2583,14661106374AR,Cam Plate,33.50,,,
2584,14661106444AR,Cam Plate,37.14,,,
2585,14661106464AR,Cam Plate,38.13,,,
2586,14661106564AR,Cam Plate,45.78,,,
2587,14661106584AR,Cam Plate,57.31,,,
2588,14661106604AR,Cam Plate,23.34,,,
2589,14661106634AR,Cam Plate,34.98,,,
2590,14661106644AR,Cam Plate,25.85,,,
2591,14661106684AR,Cam Plate,22.90,,,
2592,14661106704AR,Cam Plate,40.71,,,
2593,14661106734AR,Cam Plate,40.71,,,
2594,14661106814AR,Cam Plate,39.92,,,
2595,14661106834AR,Cam Plate,26.12,,,
2596,14661106854AR,Cam Plate,68.35,,,
2597,14661106884AR,Cam Plate,46.25,,,
2598,14661113614AR,Cam Plate,26.49,,,
2599,14661116264AR,Cam Plate,32.74,,,
2600,14661116304AR,Cam Plate,43.51,,,
2601,14661116454AR,Cam Plate,32.82,,,
2602,14661116484AR,Cam Plate,43.98,,,
2603,14661116614AR,Cam Plate,28.48,,,
2604,14661116624AR,Cam Plate,45.78,,,
2605,14661116714AR,Cam Plate,72.25,,,
2606,14661116804AR,Cam Plate,47.44,,,
2607,14661116844AR,Cam Plate,26.44,,,
2608,14661116864AR,Cam Plate,44.58,,,
2609,14661116874AR,Cam Plate,59.65,,,
2610,14661116914AR,Cam Plate,43.21,,,
2611,14661116924AR,Cam Plate,48.74,,,
2612,14663173014AR,Toothed Gear,4.85,,,
2613,14663173193UC,Flyweight Assembly,8.40,,,
2614,1466C05040000,Camshaft,144.68,,,
2615,1466C050404AR,Camshaft,144.68,,,
2616,1466C05043000,Camshaft,154.06,,,
2617,14670100534AR,Parts Set,7.35,,,
2618,14670100544AR,Parts Set,5.17,,,
2619,14670100594AR,Parts Set,8.82,,,
2620,14670103644AR,Parts Set,2.41,,,
2621,14670104373UC,Parts Set,4.90,,,
2622,14670104673UC,Parts Set,13.95,,,
2623,14670104953UC,Parts Set,21.00,,,
2624,1467010569001,Parts Set,98.56,,,
2625,14670303084AR,Supply Pump,21.20,,,
2626,14670303094AR,Supply Pump,42.59,,,
2627,1467035017751,Supply Pump,79.49,,,
2628,1467035027002,Supply Pump,209.24,,,
2629,146703502731G,Supply Pump,209.24,,,
2630,1467045011750,Parts Set,102.71,,,
2631,14670450313W1,Parts Set,222.51,,,
2632,1467045043750,Parts Set,105.22,,,
2633,1467045043751,Parts Set,105.22,,,
2634,1467045043755,Parts Set,105.22,,,
2635,1467045046001,Parts Set,17.19,,,
2636,1467045049001,Parts Set,48.58,,,
2637,1467045053001,Parts Set,66.34,,,
2638,1467045059000,Parts Set,171.19,,,
2639,1467045060000,Parts Set,171.19,,,
2640,14671347784AR,Manifold-Pressure Comp.,165.38,,,
2641,14671347844AR,Manifold-Pressure Comp.,201.73,,,
2642,14671347994AR,Manifold-Pressure Comp.,135.51,,,
2643,14671350104AR,Manifold-Pressure Comp.,59.66,,,
2644,14671350174AR,Manifold-Pressure Comp.,75.53,,,
2645,14671350904AR,Manifold-Pressure Comp.,186.09,,,
2646,14671351104AR,Positioner,329.35,,,
2647,14671351204AR,Manifold-Pressure Comp.,179.06,,,
2648,14671351294AR,Manifold-Pressure Comp.,172.69,,,
2649,14671351364AR,Manifold-Pressure Comp.,73.61,,,
2650,14671351374AR,Manifold-Pressure Comp.,168.83,,,
2651,14671351394AR,Manifold-Pressure Comp.,147.71,,,
2652,14671351444AR,Manifold-Pressure Comp.,148.42,,,
2653,14671351464AR,Manifold-Pressure Comp.,115.98,,,
2654,14671351534AR,Manifold-Pressure Comp.,92.42,,,
2655,14671352504AR,Manifold-Pressure Comp.,109.57,,,
2656,14671352704AR,Positioner,352.13,,,
2657,1467155010390,Hydraulic Stop,66.49,,,
2658,1467155011002,Hydraulic Stop,32.28,,,
2659,14672023143UC,Expansion Element,24.67,,,
2660,14672023204AR,Expansion Element,33.32,,,
2661,14672097474AR,Microswitch,115.69,,,
2662,14672097914AR,Microswitch,47.43,,,
2663,14672173504AR,Potentiometer,59.93,,,
2664,14672173644AR,Potentiometer,64.47,,,
2665,14672173934AR,Potentiometer,47.10,,,
2666,14672174073UC,Potentiometer,19.47,,,
2667,14674144304AR,Pressure Modulation Valve,88.97,,,
2668,14674144364AR,Pressure Modulation Valve,84.94,,,
2669,14674144594AR,Pressure Modulation Valve,73.53,,,
2670,14674144674AR,Pressure Modulation Valve,81.17,,,
2671,14674144754AR,Pressure Modulation Valve,67.74,,,
2672,14674144844AR,Pressure Modulation Valve,91.54,,,
2673,14674144854AR,Pressure Modulation Valve,89.32,,,
2674,14674144884AR,Pressure Modulation Valve,108.04,,,
2675,14674144914AR,Pressure Modulation Valve,48.97,,,
2676,14674144954AR,Pressure Modulation Valve,124.75,,,
2677,14674145004AR,Pressure Modulation Valve,149.45,,,
2678,14674145124AR,Pressure Modulation Valve,129.76,,,
2679,1467445003001,Overflow Valve,17.96,,,
2680,1467445006001,Overflow Valve,12.77,,,
2681,1467445007001,Overflow Valve,14.47,,,
2682,1467C45003000,Overflow Valve,15.89,,,
2683,1467C45004000,Overflow Valve,16.29,,,
2684,1467C45006000,Overflow Valve,15.89,,,
2685,1467C45008390,Overflow Valve,15.89,,,
2686,1467C45010000,Overflow Valve,15.93,,,
2687,1467C45013000,Overflow Valve,15.89,,,
2688,1467C45013390,Overflow Valve,15.89,,,
2689,14683333234AR,Hydraulic Head,110.72,,,
2690,14683333424AR,Hydraulic Head,112.66,,,
2691,14683340064AR,Hydraulic Head,167.42,,,
2692,14683340134AR,Hydraulic Head,135.80,,,
2693,14683340144AR,Hydraulic Head,110.34,,,
2694,14683340154AR,Hydraulic Head,123.04,,,
2695,14683340164AR,Hydraulic Head,127.83,,,
2696,14683340174AR,Hydraulic Head,109.15,,,
2697,14683343264AR,Hydraulic Head,113.47,,,
2698,14683346634AR,Hydraulic Head,99.37,,,
2699,14683347784AR,Hydraulic Head,240.78,,,
2700,14683347844AR,Hydraulic Head,146.92,,,
2701,14683348744AR,Hydraulic Head,147.75,,,
2702,14683349284AR,Hydraulic Head,119.12,,,
2703,14683349654AR,Hydraulic Head,138.83,,,
2704,14683349664AR,Hydraulic Head,116.39,,,
2705,14683349794AR,Hydraulic Head,160.31,,,
2706,14683349814AR,Hydraulic Head,160.31,,,
2707,14683349854AR,Hydraulic Head,90.05,,,
2708,14683349874AR,Hydraulic Head,110.07,,,
2709,14683349914AR,Hydraulic Head,108.88,,,
2710,14683349934AR,Hydraulic Head,174.23,,,
2711,14683349964AR,Hydraulic Head,72.86,,,
2712,14683366794AR,Hydraulic Head,117.34,,,
2713,14683730034AR,Hydraulic Head,106.97,,,
2714,14683730044AR,Hydraulic Head,109.37,,,
2715,14683730054AR,Hydraulic Head,118.81,,,
2716,14683730084AR,Hydraulic Head,109.24,,,
2717,14683740034AR,Hydraulic Head,105.38,,,
2718,14683740064AR,Hydraulic Head,86.61,,,
2719,14683740204AR,Hydraulic Head,249.20,,,
2720,14683740224AR,Hydraulic Head,102.94,,,
2721,14683740254AR,Hydraulic Head,185.99,,,
2722,14683740324AR,Hydraulic Head,146.79,,,
2723,14683740344AR,Hydraulic Head,202.58,,,
2724,14683740404AR,Hydraulic Head,151.00,,,
2725,14683740424AR,Hydraulic Head,151.00,,,
2726,14683740454AR,Hydraulic Head,121.30,,,
2727,14683740514AR,Hydraulic Head,114.02,,,
2728,14683740524AR,Hydraulic Head,106.03,,,
2729,14683740614AR,Hydraulic Head,111.72,,,
2730,14683740624AR,Hydraulic Head,85.23,,,
2731,14683740654AR,Hydraulic Head,113.21,,,
2732,14683760084AR,Hydraulic Head,222.66,,,
2733,14683760124AR,Hydraulic Head,125.53,,,
2734,14683760164AR,Hydraulic Head,207.34,,,
2735,14683760174AR,Hydraulic Head,157.95,,,
2736,14683760204AR,Hydraulic Head,104.89,,,
2737,14683760214AR,Hydraulic Head,162.62,,,
2738,14683760224AR,Hydraulic Head,111.06,,,
2739,14683760234AR,Hydraulic Head,168.42,,,
2740,14683760334AR,Hydraulic Head,151.00,,,
2741,14683760384AR,Hydraulic Head,176.28,,,
2742,14683760414AR,Hydraulic Head,95.26,,,
2743,1468434038751,Hydraulic Head,479.32,,,
2744,1468434055751,Hydraulic Head,331.65,,,
2745,1468434056751,Hydraulic Head,560.21,,,
2746,1468436039751,Hydraulic Head,543.15,,,
2747,1468436059751,Hydraulic Head,428.98,,,
2748,1468436060751,Hydraulic Head,545.44,,,
2749,1468436061751,Hydraulic Head,575.64,,,
2750,1468436069751,Hydraulic Head,553.15,,,
2751,1468522273079,Delivery Valve,4.65,,,
2752,14685322244AR,Delivery Valve,6.16,,,
2753,1468532247079,Delivery Valve,4.16,,,
2754,1468532248079,Delivery Valve,6.79,,,
2755,1468532279079,Delivery Valve,6.70,,,
2756,14685322798BE,DELIVERY-VALVE ASSEMBLY,6.56,,,
2757,14802100754EC,O-Ring,0.12,,,
2758,1520210076001,O-Ring,2.11,,,
2759,1520210099000,O-Ring,1.16,,,
2760,1680002020000,Strainer,10.86,,,
2761,1680032036000,Retroreflective target,19.06,,,
2762,1680100004000,Sealing disk,2.03,,,
2763,1680100053000,Sealing disk,15.96,,,
2764,1680100057000,Sealing disk,24.57,,,
2765,1680103094410,Perforated Panel,147.39,,,
2766,1680103095410,Perforated Panel,183.85,,,
2767,1680103096410,Perforated Panel,136.90,,,
2768,1680103098357,Perforated Panel,145.47,,,
2769,16801031114AR,Reducing Ring,25.83,,,
2770,16801031124AR,Reducing Ring,71.02,,,
2771,1680109139000,Sealing disk,19.08,,,
2772,1680109140810,Sealing disk,10.60,,,
2773,1680109141810,Sealing disk,10.78,,,
2774,1680190007000,Locking washer,8.25,,,
2775,1680190018000,Cable Clip,235.53,,,
2776,16802000024AR,Sealing Washer,0.02,,,
2777,1680206020000,Retaining snap ring,4.81,,,
2778,1680209020000,Backup ring,1.21,,,
2779,1680209021000,Backup ring,2.05,,,
2780,1680210081000,O-Ring,0.37,,,
2781,1680210100000,O-Ring,2.05,,,
2782,1680210101000,O-Ring,7.57,,,
2783,1680210102000,O-Ring,1.21,,,
2784,1680210105000,O-Ring,1.21,,,
2785,1680210110000,O-Ring,0.15,,,
2786,1680210123001,O-Ring,24.34,,,
2787,1680210124000,O-Ring,17.79,,,
2788,1680210132000,O-Ring,18.74,,,
2789,1680210140000,O-Ring,15.53,,,
2790,1680210143000,O-Ring,8.97,,,
2791,1680210150000,Service kit,22.13,,,
2792,1680224020000,Backup ring,9.20,,,
2793,1680300263000,Bushing,9.77,,,
2794,1680300264000,Bushing,9.14,,,
2795,1680300265000,Bushing,9.34,,,
2796,1680300283000,Sleeve,6.93,,,
2797,1680300284000,Sleeve,6.76,,,
2798,1680300285000,Sleeve,6.58,,,
2799,1680323003000,Reduction Sleeve,8.22,,,
2800,1680329031000,Guide Bushing,12.19,,,
2801,16803561084AR,Sealing Washer,7.85,,,
2802,1680362019000,Tube Fitting,68.92,,,
2803,1680362048000,Reducing Fitting,62.58,,,
2804,16803630034AR,Pulse damper,16.05,,,
2805,1680363036000,Test Connection,11.91,,,
2806,1680499020000,Clamping Ring,29.08,,,
2807,1680510006000,Graduated Measuring Glass,38.53,,,
2808,16805100063CA,Graduated Measuring Glass,38.53,,,
2809,1680510020000,Handle,12.23,,,
2810,1680522002000,Tappet,3.71,,,
2811,1680700239000,Pump Lever,64.89,,,
2812,1680703078000,Hose,39.52,,,
2813,1680707110000,PVC Hose,38.13,,,
2814,1680707111000,Hose assembly,45.75,,,
2815,1680711093000,Hose assembly,40.53,,,
2816,1680712189000,Hose assembly,109.39,,,
2817,1680712201000,Hose assembly,124.72,,,
2818,16807122024AR,Hose assembly,29.86,,,
2819,1680712203000,Hose assembly,43.41,,,
2820,1680712225000,Hydraulic hose,25.62,,,
2821,1680712227000,Hose assembly,289.52,,,
2822,1680712229000,Hose assembly,263.53,,,
2823,1680712230000,Hose assembly,741.75,,,
2824,1680712242000,Hydraulic hose,56.17,,,
2825,1680712244000,Hydraulic hose,65.55,,,
2826,1680712245000,Hydraulic hose,69.37,,,
2827,1680712246000,Hydraulic hose,56.16,,,
2828,1680712247000,Hydraulic hose,56.16,,,
2829,1680712248000,Hydraulic hose,56.16,,,
2830,1680712249000,Hose assembly,14.79,,,
2831,1680712250000,Hose assembly,24.19,,,
2832,1680712253000,Hose assembly,33.57,,,
2833,1680712283000,Hose assembly,16.32,,,
2834,1680712289000,Hose assembly,25.87,,,
2835,1680712295000,Hose assembly,77.55,,,
2836,1680712310000,Hydraulic hose,112.49,,,
2837,1680712324000,High-Pressure Hose,768.07,,,
2838,1680712325000,High-Pressure Hose,750.27,,,
2839,1680712327000,Hydraulic hose,24.29,,,
2840,1680712338000,High-Pressure Hose,534.55,,,
2841,1680712342000,Hose,29.86,,,
2842,1680712360000,Hose assembly,25.39,,,
2843,1680712369000,Hose assembly,60.41,,,
2844,1680712371000,Hose assembly,39.93,,,
2845,16807123734AR,Hose assembly,112.99,,,
2846,1680750000000,Test-Pressure Line,33.95,,,
2847,1680750001000,Test-Pressure Line,33.56,,,
2848,1680750008000,Test-Pressure Line,73.56,,,
2849,1680750016000,Test-Pressure Line,893.24,,,
2850,1680750017000,Test-Pressure Line,111.93,,,
2851,1680750073000,Test-Pressure Line,93.38,,,
2852,1680750075000,Test-Pressure Line,109.59,,,
2853,1680750087000,Test-Pressure Line,230.77,,,
2854,1680750088000,Test-Pressure Line,66.24,,,
2855,1680750089000,Test-Pressure Line,76.07,,,
2856,1680750101000,Test-Pressure Line,147.17,,,
2857,1680750102000,Test-Pressure Line,142.45,,,
2858,1680750105000,Test-Pressure Line,279.86,,,
2859,1680750112000,Test-Pressure Line,299.59,,,
2860,1680750118000,Pressure line,85.02,,,
2861,1680750122000,Test-Pressure Line,350.86,,,
2862,1680750123000,Test-Pressure Line,425.33,,,
2863,1680793214000,Tubing,43.18,,,
2864,1681032077000,Adapter,192.27,,,
2865,1681032094000,Adapter,1044.75,,,
2866,1681032095000,Adapter,8667.12,,,
2867,1681032110000,Coupling Adapter,108.59,,,
2868,16810390014AR,Scale Plate,17.17,,,
2869,1681091175000,Bushing,2.37,,,
2870,1681190003000,Clutch Plate,11.05,,,
2871,1681354034480,Contact pincers,260.86,,,
2872,1681420028000,Recording Paper,3.13,,,
2873,1682012004000,Driving Pin,77.89,,,
2874,1682012015000,Driving Pin,81.16,,,
2875,1682025031000,Bow,212.21,,,
2876,1682025032000,Bow,211.83,,,
2877,1682025033000,Bow,551.02,,,
2878,16820270104AR,Pump Lever,32.01,,,
2879,1682120013000,Hinged Foot,5.80,,,
2880,1682130012000,Connecting Piece,24.00,,,
2881,1682307003000,Clamping Claw,18.79,,,
2882,1682312039000,Injection cell,142.83,,,
2883,1682312049000,Injection cell,710.62,,,
2884,1682312052810,Injection cell,29.24,,,
2885,1682666107090,Printed-Board Assembly,616.20,,,
2886,1683050047000,Clutch Shaft,62.28,,,
2887,1683102032000,Valve Cone,90.23,,,
2888,1683104076000,Pump piston,198.61,,,
2889,1683124127000,Driving Pin,73.23,,,
2890,1683212023000,Closing Nipple,17.00,,,
2891,1683219031000,Rubber Buffer,7.93,,,
2892,16833140174AR,Tube Fitting,42.77,,,
2893,1683315022000,Collar Nut,73.97,,,
2894,1683345048000,Union Nut,12.15,,,
2895,1683345049000,Union Nut,13.89,,,
2896,1683345051000,Nut,74.70,,,
2897,1683345052000,Nut,74.70,,,
2898,1683345053000,Nut,67.53,,,
2899,1683345065000,Nut,20.12,,,
2900,1683345066000,Nut,17.96,,,
2901,1683350086000,Tube Fitting,37.16,,,
2902,1683350095000,Drain nozzle,14.39,,,
2903,1683351066000,Hose Coupling,23.28,,,
2904,16833550154AR,Sealing Washer,0.67,,,
2905,1683356012000,Tube Fitting,12.11,,,
2906,1683370033001,Tube Fitting,27.44,,,
2907,1683370038000,Screw Plug,41.66,,,
2908,1683373081410,Nozzle retaining nut,105.57,,,
2909,1683373086810,Lock Nut,27.13,,,
2910,1683373087810,Lock Nut,27.13,,,
2911,1683385011000,Banjo connector,9.01,,,
2912,1683385012000,Banjo connector,7.96,,,
2913,1683386166000,Fitting,58.92,,,
2914,1683387110000,Sealing Cone,50.28,,,
2915,1683387112000,Sealing Cone,75.49,,,
2916,1683387115000,Sealing Cone,26.77,,,
2917,1683391193000,Connecting Piece,60.95,,,
2918,1683456000000,Hollow Bolt,14.98,,,
2919,1683457081000,Fitting,6.58,,,
2920,1683457082000,Fitting,10.15,,,
2921,1683458024000,Valve Housing,252.69,,,
2922,16834620214AR,Tool,0.90,,,
2923,1683501041000,Star Knob Screw,24.55,,,
2924,16835150004AR,Tool,0.75,,,
2925,1684447032000,Adapter Line,3.50,,,
2926,1684460196000,Connector Cable,18.57,,,
2927,1684460202000,Connector Cable,35.07,,,
2928,1684460213000,Connector Cable,19.31,,,
2929,1684460255000,Adapter Line,19.12,,,
2930,1684460256000,Adapter Line,17.97,,,
2931,1684462298000,Connecting Cable,17.18,,,
2932,1684462511000,Connecting Cable,120.52,,,
2933,1684462514000,Adapter Line,501.86,,,
2934,1684463093000,Connector Cable,57.22,,,
2935,1684463342000,Adapter Line,94.56,,,
2936,1684463343000,Adapter Line,124.42,,,
2937,1684463344000,Adapter Line,134.38,,,
2938,1684463430000,Connector Cable,74.53,,,
2939,1684463447000,Adapter Line,82.12,,,
2940,1684463449000,Adapter Line,144.32,,,
2941,1684463465000,Adapter Line,202.85,,,
