S. No.,Part No.,Description,USD Price,,,
2942,1684463478000,Adapter Line,194.10,,,
2943,1684463489000,Adapter Line,122.40,,,
2944,1684463506000,Adapter Line,226.79,,,
2945,1684463511000,Adapter Line,41.79,,,
2946,1684463512000,Adapter Line,42.81,,,
2947,1684463519000,Adapter Line,235.58,,,
2948,1684463521000,Adapter Line,116.04,,,
2949,1684463522760,Adapter Line,81.82,,,
2950,1684463539390,Connector Cable,84.38,,,
2951,1684463711000,Adapter Line,69.09,,,
2952,1684463742390,connecting piping,29.21,,,
2953,1684463760390,connecting piping,41.86,,,
2954,1684463799390,Adapter Line,169.00,,,
2955,1684465142000,Screened Electric Cable,62.46,,,
2956,1684465143000,Connecting Cable,83.03,,,
2957,1684465225000,Connecting Cable,302.10,,,
2958,1684465321000,Connecting Cable,269.61,,,
2959,1684465363000,Connecting Cable,49.35,,,
2960,1684465482000,Connecting Cable,77.69,,,
2961,1684465483000,Connecting Cable,25.74,,,
2962,1684465484000,Connecting Cable,43.64,,,
2963,1684465485000,Connecting Cable,79.97,,,
2964,1684465486000,Connecting Cable,64.93,,,
2965,1684465494000,Connecting Cable,84.03,,,
2966,1684465495000,Adapter Line,184.23,,,
2967,1684465497000,Connecting Cable,115.70,,,
2968,1684465499000,Connecting Cable,252.21,,,
2969,1684465501000,Connecting Cable,366.40,,,
2970,1684465555390,Adapter Line,115.50,,,
2971,1684465557390,Adapter Line,145.64,,,
2972,1684465669390,Adapter Line,99.83,,,
2973,1684465671390,Adapter Line,108.88,,,
2974,1684465672390,Adapter Line,54.21,,,
2975,1684465679390,Adapter Line,91.62,,,
2976,1684465842390,Adapter Line,46.16,,,
2977,1684465843390,Adapter Line,64.89,,,
2978,1684465844390,Adapter Line,44.45,,,
2979,1684480124000,Adapter Plug,21.75,,,
2980,1684484012000,Socket Nipple,5.17,,,
2981,16844840124AR,Socket Nipple,5.16,,,
2982,1684504258001,Potentiometer,38.23,,,
2983,1684510051000,Heating Element,645.14,,,
2984,1684610021000,Compression Spring,8.22,,,
2985,1684618006000,Compression Spring,12.25,,,
2986,1684680009000,Shaped Spring,10.24,,,
2987,1684736022000,Toothed Belt,73.17,,,
2988,1685100245000,Pump Housing,84.76,,,
2989,1685115106000,Valve Body,658.69,,,
2990,1685115108000,Pump cylinder,222.05,,,
2991,1685400014000,Oil Reservoir,51.13,,,
2992,1685431015000,Filter Cartridge,24.92,,,
2993,1685438631000,Injection cell set,2998.07,,,
2994,1685502038000,Half Shell,8.41,,,
2995,1685510148000,Protective Cover,168.24,,,
2996,1685510170000,Covering hood,54.73,,,
2997,1685510209000,Hood,1148.99,,,
2998,1685510238000,Hood,215.58,,,
2999,1685700140000,Intermediate Flange,486.06,,,
3000,1685702073000,Drive Flange,333.26,,,
3001,1685702075000,Drive Flange,207.77,,,
3002,1685702076000,Drive Flange,197.12,,,
3003,1685702084000,Drive Flange,137.95,,,
3004,1685702090000,Drive Flange,143.47,,,
3005,1685720060000,Clamping Flange,152.18,,,
3006,1685720159000,Clamping Flange,377.06,,,
3007,1685720233000,Intermediate Flange,111.59,,,
3008,16857202504AR,Clamping Flange,306.67,,,
3009,1685720296000,Adapter,106.81,,,
3010,1685720297000,Adapter,106.05,,,
3011,1685720300000,Adapter,212.43,,,
3012,1685720301000,Adapter,84.74,,,
3013,1685720314000,Adapter,569.64,,,
3014,1685720316000,Adapter,587.80,,,
3015,1685720318000,Adapter,583.30,,,
3016,1685720324000,Adapter,597.44,,,
3017,1685720330000,Adapter,159.12,,,
3018,1685720332000,Adapter,570.67,,,
3019,1685720334000,Adapter,246.95,,,
3020,1685720340000,Adapter,212.60,,,
3021,1685720344000,Adapter,206.99,,,
3022,1685801016000,Seal Bushing,57.42,,,
3023,16861040014AR,Camshaft,17.91,,,
3024,1686401024000,Coupling Free From Play,855.34,,,
3025,1686401026000,Coupling Free From Play,1165.88,,,
3026,16864010264AR,Coupling Free From Play,1165.88,,,
3027,1686401028000,Coupling Free From Play,2433.91,,,
3028,1686430022000,Coupling Half,677.49,,,
3029,1686430026000,Coupling Half,638.25,,,
3030,1686430030000,Coupling Half,577.22,,,
3031,1686430032000,Coupling Half,140.76,,,
3032,1686430035000,Coupling Half,537.36,,,
3033,1686430038000,Coupling Half,243.24,,,
3034,1686490971000,Hose Coupling,33.39,,,
3035,1686490972000,Hose Coupling,54.71,,,
3036,1687000053000,Accessory Set,173.52,,,
3037,1687000956000,Software Unit,33.86,,,
3038,1687000959000,Pressure Tester,2524.67,,,
3039,1687001221000,Temperature Sensor,360.03,,,
3040,1687001314000,Parts Set,157.09,,,
3041,1687001409000,Damper,766.80,,,
3042,1687001544000,Supplementary-Eqpt.Set,261.95,,,
3043,1687001557000,Supplementary-Eqpt.Set,106.92,,,
3044,1687001591760,Parts Set,417.78,,,
3045,1687001600000,Modification Set,1737.87,,,
3046,1687001612000,Supplementary-Eqpt.Set,681.21,,,
3047,1687001847000,Set Of Test Instruments,18012.36,,,
3048,1687001851000,Parts Set,55.63,,,
3049,1687001879000,Hose Set,200.44,,,
3050,1687001882000,Service kit,291.15,,,
3051,1687001925000,Parts Set,4868.69,,,
3052,1687001926000,Modification Set,251.76,,,
3053,1687001931000,Supplementary-Eqpt.Set,2456.38,,,
3054,1687001967000,Service kit,11.27,,,
3055,1687001969000,Parts Set,3054.39,,,
3056,1687001974000,Service kit,191.54,,,
3057,1687001977000,Supplementary-Eqpt.Set,3548.58,,,
3058,1687002845000,Set Of Test Instruments,11847.84,,,
3059,1687002846000,Set Of Test Instruments,27836.77,,,
3060,1687002848000,Parts Set,27847.35,,,
3061,1687005022000,Accessory Set,31358.00,,,
3062,1687005099000,Software Unit,230.45,,,
3063,1687010072000,Seal Kit,51.74,,,
3064,1687010126000,Accessory Set,192.15,,,
3065,1687010135000,Accessory Set,3752.50,,,
3066,1687010171000,Service kit,181.37,,,
3067,1687010182000,Accessory Set,4316.03,,,
3068,1687010183000,Special Accessory,10745.10,,,
3069,1687010184000,extension kit,3354.12,,,
3070,1687010185000,Special Accessory,1502.82,,,
3071,1687010186000,Special Accessory,3255.95,,,
3072,1687010187000,extension kit,312.34,,,
3073,1687010333000,Supplementary-Eqpt.Set,3628.02,,,
3074,1687010334000,extension kit,12781.90,,,
3075,1687010335000,extension kit,8132.35,,,
3076,1687010336000,Heat Exchanger,4528.78,,,
3077,1687010337000,Parts Set,531.91,,,
3078,1687010341000,Parts Set,373.67,,,
3079,1687010342000,Parts Set,1720.85,,,
3080,1687010346000,Parts Set,5581.57,,,
3081,1687010353000,Parts Set,423.71,,,
3082,1687010363000,Service kit,1328.75,,,
3083,1687010364000,Service kit,1296.46,,,
3084,1687010365000,Service kit,190.44,,,
3085,1687010369000,Service kit,134.44,,,
3086,1687010383000,Service kit,108.19,,,
3087,1687010384000,Service kit,226.59,,,
3088,1687010390000,Parts Set,4925.53,,,
3089,1687010393000,Supplementary-Eqpt.Set,559.01,,,
3090,1687010397000,Supplementary-Eqpt.Set,2046.63,,,
3091,1687010398000,Supplementary-Eqpt.Set,726.81,,,
3092,1687010399000,Supplementary-Eqpt.Set,250.33,,,
3093,1687010400000,Supplementary-Eqpt.Set,214.91,,,
3094,16870104024AR,Parts Set,1157.57,,,
3095,1687010490000,Parts Set,9386.18,,,
3096,16870104964AR,Parts Set,1574.07,,,
3097,1687010536000,Service kit,328.15,,,
3098,1687010607000,Parts Set,1517.39,,,
3099,1687011208000,Cable Set,653.21,,,
3100,1687011527000,Service kit,75.10,,,
3101,1687011528000,Service kit,47.57,,,
3102,1687011529000,Service kit,37.12,,,
3103,1687011531000,Service kit,5.22,,,
3104,1687011532000,connecting piping,171.90,,,
3105,1687012144000,Filter,36.92,,,
3106,1687012175000,O-Ring,21.87,,,
3107,1687016034000,Supplementary-Eqpt.Set,49.65,,,
3108,1687016038000,Parts Set,298.32,,,
3109,1687016044000,Parts Set,139.49,,,
3110,1687016045000,Parts Set,40.46,,,
3111,1687016057000,Parts Set,202.14,,,
3112,1687016061000,Parts Set,328.45,,,
3113,1687016062000,extension kit,312.35,,,
3114,1687016064000,Parts Set,711.19,,,
3115,1687016065000,Parts Set,697.29,,,
3116,1687016068000,Parts Set,247.51,,,
3117,1687016070000,Parts Set,696.43,,,
3118,1687016073000,Parts Set,596.04,,,
3119,1687016089000,Parts Set,367.54,,,
3120,1687016090000,Parts Set,1564.93,,,
3121,1687016094000,Parts Set,367.54,,,
3122,1687016095000,Parts Set,367.54,,,
3123,1687016102000,Parts Set,221.94,,,
3124,1687016106000,Parts Set,698.69,,,
3125,1687016111000,Parts Set,400.96,,,
3126,1687022767424,Timing Strobe,90.57,,,
3127,1687022873000,Power supply unit,5329.71,,,
3128,1687022994000,System Tester,5190.52,,,
3129,1687023303000,Operating Unit,298.02,,,
3130,1687023346000,Frequency Converter,8554.36,,,
3131,1687023507000,EL-Ballast,142.65,,,
3132,1687023524000,Interface Module,886.58,,,
3133,1687023641000,Adapter,437.60,,,
3134,1687023692000,Computer Unit,1892.87,,,
3135,1687031055000,Heat Exchanger,1336.54,,,
3136,1687031072000,Heat Exchanger,271.79,,,
3137,1687031078730,Heat Exchanger,346.46,,,
3138,1687032046000,Gasspring,118.79,,,
3139,1687200610000,Float switch,85.07,,,
3140,1687200708000,Main Switch,54.88,,,
3141,1687200714000,Float switch,235.96,,,
3142,1687200721000,Float switch,57.20,,,
3143,1687213021001,Solenoid,56.65,,,
3144,1687220902000,3-phase motor,349.79,,,
3145,1687222178000,Fan,274.94,,,
3146,1687224286000,Clip-On Pulse Generator,347.14,,,
3147,1687224302000,Flowmeter,1219.96,,,
3148,1687224499000,Flowmeter,1400.98,,,
3149,1687224551000,Inductive Pulse Generator,262.73,,,
3150,1687224651000,Flowmeter,664.63,,,
3151,1687224833000,Inductive Pulse Generator,80.72,,,
3152,1687224931000,Temperature Sensor,111.38,,,
3153,1687224950410,Clip-On Pulse Generator,260.66,,,
3154,1687224952000,Temperature Sensor,95.72,,,
3155,1687224953000,Temperature Sensor,81.99,,,
3156,1687224963000,Rot.-Speed Sensor,2508.13,,,
3157,1687224966000,Inductive Pulse Generator,81.98,,,
3158,1687224968480,Instrument Transformer,766.61,,,
3159,1687224973390,Sensor,268.84,,,
3160,1687224987000,Sensor,60.48,,,
3161,1687225016000,Inductive Pulse Generator,218.19,,,
3162,1687225022000,Rot.-Speed Sensor,4648.25,,,
3163,1687230042000,Temperature Sensor,116.85,,,
3164,1687230045000,Temperature Sensor,151.78,,,
3165,1687230050000,Temperature Sensor,265.12,,,
3166,1687231211000,Pressure Gauge,452.40,,,
3167,1687231244000,Pressure Gauge,130.70,,,
3168,1687231246000,Pressure Gauge,141.02,,,
3169,1687231251000,Pressure Gauge,202.86,,,
3170,1687231262000,Pressure Sensor,195.77,,,
3171,1687233011000,Dial Indicator,200.38,,,
3172,1687233012000,Dial Indicator,274.11,,,
3173,1687234011410,Flowmeter,4594.35,,,
3174,1687234013000,Flowmeter,2265.89,,,
3175,1687235292000,Lc Display,83.21,,,
3176,1687235308750,Lc Display,903.58,,,
3177,1687246021000,Remote-Control Transm.,57.56,,,
3178,1687320116000,Power supply unit,1492.49,,,
3179,1687320117000,Power supply unit,662.11,,,
3180,1687410043000,Non-Return Valve,104.36,,,
3181,1687410048000,Non-Return Valve,102.89,,,
3182,1687410052000,Non-Return Valve,89.64,,,
3183,1687412006000,Pressure regulator,65.28,,,
3184,1687414035000,Directional-Control Valve,211.12,,,
3185,1687414043000,Directional-Control Valve,122.53,,,
3186,1687415047000,Shut-off Valve,86.35,,,
3187,1687417048000,Control Valve,498.68,,,
3188,1687417085000,Pressure Sensor,1198.52,,,
3189,1687417087000,Control Valve,805.45,,,
3190,1687417089000,Pressure Sensor,2414.89,,,
3191,1687417099000,Control Valve,328.36,,,
3192,1687419029000,Distributor,586.90,,,
3193,1687419035000,Rail,712.74,,,
3194,1687419037000,Distributor Tube,4667.85,,,
3195,1687419055000,Dir.Control Valve Bank,2099.29,,,
3196,1687419056000,Dir.Control Valve Bank,2499.15,,,
3197,1687419069000,Dir.Control Valve Bank,1226.32,,,
3198,1687419072000,Dir.Control Valve Bank,255.11,,,
3199,1687430004000,Hydraulic Inlet Filter,76.65,,,
3200,1687431018000,Fuel-Filter Element,14.77,,,
3201,1687431026000,Fuel-Filter Element,23.67,,,
3202,1687434028000,Fuel-Filter Box,85.70,,,
3203,1687434029000,Single-Stage Box Filter,210.97,,,
3204,1687434051000,Line Filter,31.39,,,
3205,1687434067000,Infeed Filter,163.80,,,
3206,1687434072000,Fuel-Filter Element,84.93,,,
3207,1687434073000,Fuel-Filter Element,25.46,,,
3208,1687950058000,Hexagon Socket Wrench,17.03,,,
3209,1688000353000,interchangeable Insert,451.66,,,
3210,16880101294AR,Mounting Bracket,466.97,,,
3211,1688030141000,Clamping Support,618.38,,,
3212,1688030153000,Clamping Support,860.88,,,
3213,1688030170000,Clamping Support,223.59,,,
3214,1688030186000,Clamping Support,1669.08,,,
3215,1688040258000,Tensioning device,109.02,,,
3216,1688120174000,Holding Device,1286.90,,,
3217,1688130030000,Rod Travel Measuring Dvc.,403.62,,,
3218,1688130112000,Prestroke Measure Device,610.75,,,
3219,1688130130000,Rod Travel Measuring Dvc.,1593.25,,,
3220,1688130227000,Timing-Device Tester,632.80,,,
3221,1688300989000,Printed-Board Assembly,1408.13,,,
3222,1688400265000,Printed-Board Assembly,293.52,,,
3223,1688400268834,Printed-Board Assembly,99.25,,,
3224,1688400285000,Printed-Board Assembly,3673.52,,,
3225,1688400289000,Printed-Board Assembly,645.63,,,
3226,1688400307000,Printed-Board Assembly,681.66,,,
3227,1688400320000,Printed-Board Assembly,1628.13,,,
3228,1688400335000,Printed-Board Assembly,2205.90,,,
3229,1688400352000,Printed-Board Assembly,1065.51,,,
3230,1688400374000,Printed-Board Assembly,1065.29,,,
3231,1688400480000,Printed-Board Assembly,329.25,,,
3232,1688400529000,Printed-Board Assembly,346.53,,,
3233,1688400530000,Printed-Board Assembly,1081.34,,,
3234,1688400540810,Controller,200.50,,,
3235,1688400578000,Printed Circuit Board,328.15,,,
3236,1688505000000,Spray Guide,1.07,,,
3237,16886000034AR,Tool,5.05,,,
3238,1688901019410,Test Nozzle Holder Assy,964.31,,,
3239,16889010224AR,Test Nozzle Holder Assy,39.89,,,
3240,1688901101410,Test Nozzle Holder Assy,783.04,,,
3241,1688901105410,Test Nozzle Holder Assy,863.36,,,
3242,1688901114410,Test Nozzle Holder Assy,866.73,,,
3243,1688901116410,Test Nozzle Holder Assy,1231.46,,,
3244,1688901118410,Test Nozzle Holder Assy,697.62,,,
3245,1688901119410,Test Nozzle Holder Assy,790.29,,,
3246,1688901986410,Test Nozzle,213.46,,,
3247,1688901987410,Test Nozzle,216.27,,,
3248,1688901990357,Test Nozzle,146.67,,,
3249,1688990068000,Rubber-Metal,4.35,,,
3250,1688990072000,Rubber-Metal,12.26,,,
3251,1690302005817,Ball Cage,73.69,,,
3252,1690302006000,Locking pin,8.58,,,
3253,1690321145000,Cable,3.28,,,
3254,1690321184000,Adapter,51.79,,,
3255,1690321185000,Adapter,52.38,,,
3256,1690322001810,Cover,5.27,,,
3257,1690322002810,Cover,5.27,,,
3258,1690322003810,Cover,11.06,,,
3259,1690322007810,Cover,5.27,,,
3260,1690322008810,Cover,5.27,,,
3261,1690322085000,Tube,4.18,,,
3262,1690322087000,Rubber Base,9.70,,,
3263,1690322095000,Locating bolt,24.00,,,
3264,1690402017000,Clamping Spindle,12.54,,,
3265,1690402048000,Cable,12.11,,,
3266,1690501032000,Module,148.42,,,
3267,1690501250817,Quick-Clamping Device,576.35,,,
3268,1690503002000,Processor,271.70,,,
3269,1690503010000,Ribbon cable,7.76,,,
3270,1690503012000,Processor,366.72,,,
3271,1690503027000,Cable,6.54,,,
3272,1690503029000,Cable,13.71,,,
3273,1690503051000,Processor,286.96,,,
3274,1690701018000,Adapter,566.30,,,
3275,1690701031000,Measured-Value Pick-Up,14045.65,,,
3276,1690702028000,Retroreflective target,21.32,,,
3277,1690702304000,Retroreflective target,6.31,,,
3278,1690703006000,Adapter Line,186.84,,,
3279,1690703008000,Cable,17.41,,,
3280,1691703020000,Power Stage,101.13,,,
3281,1692105066810,Sensor,166.33,,,
3282,1693770060000,Suppression Filter,24.02,,,
3283,1693770063000,Radio Antenna,24.55,,,
3284,1695001082810,Cylinder Assembly Unit,73.62,,,
3285,1695001085810,Cylinder Flange,42.47,,,
3286,1695100119810,Lever Group,13.26,,,
3287,1695100593810,Pulley,16.31,,,
3288,1695101133810,Inverter,57.36,,,
3289,1695102985810,tool arm,391.02,,,
3290,1695105595810,Shovel,72.99,,,
3291,1695106710810,Parts Set,45.94,,,
3292,1695653050810,Washer,9.37,,,
3293,1697632475879,Converter,119.34,,,
3294,19000230053UC,Woodruff Key,0.18,,,
3295,19000230083UC,Woodruff Key,0.26,,,
3296,19002100133UC,O-Ring,0.17,,,
3297,19002101003UC,O-Ring,0.07,,,
3298,19002101013UC,O-Ring,0.19,,,
3299,19002101053UC,O-Ring,0.35,,,
3300,19002101123UC,O-Ring,0.10,,,
3301,19002101543UC,O-Ring,0.37,,,
3302,19005082023UC,Protective Cap,0.11,,,
3303,19009000183UC,Ball Bearing,9.41,,,
3304,19009003053UC,groove ball bearing,2.04,,,
3305,19009102013UC,Tapered-Roller Bearing,4.99,,,
3306,19009102023UC,Tapered-Roller Bearing,6.75,,,
3307,1900910240000,Tapered-Roller Bearing,33.65,,,
3308,1903230007002,Ball,0.50,,,
3309,1903230009810,Ball,0.44,,,
3310,19032300143UC,Ball,0.58,,,
3311,19032400003UC,Lead Seal,0.07,,,
3312,19033850053UC,Banjo connector,0.67,,,
3313,19033850093UC,Banjo connector,2.83,,,
3314,1928300548390,O-Ring,82.20,,,
3315,1928300600000,Single-Wire Seal,0.10,,,
3316,1928300718001,O-Ring,1.26,,,
3317,1928403876000,Plug Housing,1.68,,,
3318,1928498055000,Socket Contact,0.56,,,
3319,1986A00154BS2,Alternator,291.26,,,
3320,1986A001864AV,Alternator,132.45,,,
3321,1986A001894AV,Alternator,121.80,,,
3322,1986A004344AV,Alternator,144.12,,,
3323,1986A004354AV,Alternator,144.12,,,
3324,1986A004364AV,Alternator,144.12,,,
3325,1986A004374AV,Alternator,144.01,,,
3326,1986A004404AV,Alternator,105.43,,,
3327,1986A004624AV,Alternator,113.28,,,
3328,1986A004684AV,Alternator,111.82,,,
3329,1986A004694AV,Alternator,108.59,,,
3330,1986A004734AV,Alternator,417.84,,,
3331,1986A004864AV,Alternator,73.93,,,
3332,1986A004874AV,Alternator,175.70,,,
3333,1986A004884AV,Alternator,76.16,,,
3334,1986A004894AV,Alternator,113.00,,,
3335,1986A004924AV,Alternator,145.92,,,
3336,1986A004934AV,Alternator,74.17,,,
3337,1986A004944AV,Alternator,124.21,,,
3338,1986A005004AV,Alternator,71.11,,,
3339,1986A005014AV,Alternator,114.23,,,
3340,1986AE00024AV,EL Field  Regulator,16.49,,,
3341,1986AE02014AV,Rectifier,16.09,,,
3342,1986AE02054AV,Rectifier,22.60,,,
3343,1986AE02074AV,Rectifier,31.24,,,
3344,1986AE02264AV,Rectifier,18.06,,,
3345,1986AE02274AV,Rectifier,20.41,,,
3346,1986AE02304AV,Rectifier,17.33,,,
3347,1986AE02334AV,Rectifier,18.23,,,
3348,1986AE02344AV,Rectifier,25.46,,,
3349,1986AE04004AV,Pulley,3.81,,,
3350,1986AE04024AV,Pulley,3.59,,,
3351,1986AE04044AV,Pulley,5.94,,,
3352,1986AE04074AV,Pulley,5.78,,,
3353,1986AE04084AV,Pulley,7.40,,,
3354,1986AE04094AV,Pulley,10.49,,,
3355,1986AE04104AV,Pulley,6.67,,,
3356,1986AE04494AV,Pulley,5.78,,,
3357,1986AE04534AV,Pulley,9.93,,,
3358,1986AE07154AV,Rotor,30.17,,,
3359,1986AE07164AV,Rotor,35.05,,,
3360,1986AE07174AV,Rotor,48.79,,,
3361,1986AE07314AV,Rotor,31.97,,,
3362,1986AE07324AV,Rotor,30.34,,,
3363,1986AE07334AV,Rotor,45.37,,,
3364,1986AE07344AV,groove ball bearing,2.52,,,
3365,1986AE11044AV,Stator,24.56,,,
3366,1986AE11064AV,Stator,20.58,,,
3367,1986AE11074AV,Stator,36.84,,,
3368,1986AE16024AV,Protective Cap,3.48,,,
3369,1986AE16084AV,Protective Cap,2.19,,,
3370,1986AE16094AV,Protective Cap,3.81,,,
3371,1986AE16124AV,Protective Cap,0.11,,,
3372,1986AE16134AV,Protective Cap,3.59,,,
3373,1986AE16144AV,Protective Cap,6.51,,,
3374,1986AE16154AV,Protective Cap,1.07,,,
3375,1986AE32224AV,Drive bearing,3.93,,,
3376,1986AE32234AV,Stator,16.43,,,
3377,1986AE32294AV,Drive bearing,5.61,,,
3378,1986AE32304AV,Protective Cap,12.11,,,
3379,1986AE32324AV,Drive bearing,6.67,,,
3380,1986AE32334AV,Slip-Ring End Shield,7.96,,,
3381,1986AE32374AV,Drive bearing,8.69,,,
3382,1986AE32394AV,Stator,35.39,,,
3383,1986AE45264AV,Drive bearing,20.27,,,
3384,1986AE45284AV,Drive bearing,4.88,,,
3385,1986AE45294AV,Slip-Ring End Shield,4.88,,,
3386,1986AE45314AV,Drive bearing,8.13,,,
3387,1986AE45324AV,Slip-Ring End Shield,10.49,,,
3388,1986AE45334AV,Drive bearing,5.94,,,
3389,1986AE45344AV,Slip-Ring End Shield,6.67,,,
3390,1986AE45434AV,Drive bearing,7.40,,,
3391,1986AE45444AV,Slip-Ring End Shield,9.42,,,
3392,1986AE45454AV,Drive bearing,6.34,,,
3393,1986AE45464AV,Slip-Ring End Shield,5.22,,,
3394,1986AE45474AV,Drive bearing,7.23,,,
3395,1986AE45504AV,Drive bearing,7.23,,,
3396,1986AE45514EC,Drive bearing,4.32,,,
3397,1986AE45524AV,Slip-Ring End Shield,9.76,,,
3398,1986AE45594AV,Vacuum Pump,14.08,,,
3399,1986AE45604AV,Brush Holder,7.23,,,
3400,1986AE45624AV,Armature,27.48,,,
3401,1986S002304AV,Starter,106.21,,,
3402,1986S005324AV,Starter,102.58,,,
3403,1986S100114AV,Starter,140.56,,,
3404,1986S100134AV,Starter,213.38,,,
3405,1986S100154AV,Starter,145.75,,,
3406,1986S100184AV,Starter,97.86,,,
3407,1986S100204AV,Starter,90.34,,,
3408,1986S100214AV,Starter,76.49,,,
3409,1986S100244AV,Starter,95.45,,,
3410,1986SE10124AV,Commutator End Shield,3.08,,,
3411,1986SE10134AV,Pole housing,7.40,,,
3412,1986SE10154AV,Commutator End Shield,1.63,,,
3413,1986SE36354AV,Pole housing,39.54,,,
3414,1986SE36384AV,Starting-Motor Pinion,3.98,,,
3415,1986SE36394AV,Drive bearing,20.97,,,
3416,1986SE36414AV,Solenoid Switch,29.11,,,
3417,1986SE36444AV,Starting Relay,22.94,,,
3418,1986SE36454AV,Commutator End Shield,5.05,,,
3419,1986SE36474AV,Drive bearing,15.20,,,
3420,1986SE36484AV,Solenoid Switch,19.85,,,
3421,1986SE36494AV,Brush Holder,7.96,,,
3422,1986SE36644AV,Planetary Gear Train,22.77,,,
3423,1986SE36654AV,Pole housing,7.40,,,
3424,1986SE36664AV,Starting-Motor Pinion,5.94,,,
3425,1986SE36674AV,Drive bearing,9.20,,,
3426,1986SE36684AV,Brush Holder,7.96,,,
